0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
-0.00024410403866502857,-0.0002463419604854262,-0.0002453727675224378,-0.00024577581646597875,-0.00024613612959313575,-0.00024657963151889927,-0.00024690416135304295,-0.00024815309833241034,-0.0002485872391898015,-0.00024925575291120564,-0.00024953894295173736,-0.0002492604953410053,-0.0002482083558295801,-0.0002478175430181325,-0.00024768704955318053,-0.0002488333641221393,-0.00024787835445495545,-0.00024766340809683087,-0.0002474186766201613,-0.00024701778025631755,-0.0002472305875673746
0.000845330437677549,0.0008458650833280421,0.0008433245759202653,0.0008444135390998877,0.0008439617858768288,0.0008435942686392711,0.0008422621278218228,0.0008423487358900995,0.0008416256076729047,0.0008426104595712113,0.0008406803144110582,0.0008417958186423845,0.0008418969285658474,0.0008416603219191638,0.0008419616370751142,0.0008418232412147443,0.0008419865190874027,0.0008421493888343948,0.0008423230397061234,0.0008422512048362639,0.0008418725409157346
0.0015391677110330327,0.0015394268436992834,0.0015396890669256314,0.0015382341185675896,0.001538593820436383,0.001537382999776849,0.001536574345087327,0.0015363840155446366,0.0015354044419577093,0.0015368115176658764,0.0015348271313060215,0.0015349642444468597,0.0015350463019922363,0.00153509017232645,0.0015363083755804343,0.001535706381197307,0.0015361425007147543,0.0015360410856659701,0.0015368198350113956,0.0015364553489359346,0.0015365609443438082
0.00033505315583527896,0.00033566310541945717,0.00033429353665645386,0.00033411801337056865,0.00033427402801455234,0.0003333713280055503,0.00033332072953381467,0.0003329624524428414,0.00033217112909273236,0.0003313922167028353,0.0003312959105211852,0.0003314730671469352,0.000331318272196004,0.00033191083068210837,0.0003319145593601825,0.00033161648749450165,0.0003321105438004336,0.0003319703920147892,0.00033165439542972013,0.0003319626411183256,0.00033211918960617714
0.0020704141072685972,0.0020692983709628414,0.0020682934563308404,0.0020688852654366097,0.0020691721977817846,0.002068151309651314,0.00206669247800131,0.0020654900392697434,0.002066638557921463,0.0020666379117706495,0.002065141666660975,0.0020658181288203963,0.0020662719130164274,0.0020666115745941716,0.002066389868775506,0.0020663128506599607,0.002066497275725112,0.0020663116679843197,0.002067272285042723,0.0020664323822886807,0.002067269857591249
0.001819704021010998,0.0018176630178118054,0.0018177583607260851,0.001816895604406683,0.0018178846292944146,0.0018172686747066897,0.0018158813488042226,0.0018151680946193226,0.0018151700169519625,0.0018141214092515148,0.0018140605304199722,0.0018141722363070958,0.0018142401771073242,0.001814996272406682,0.001814591543785231,0.0018145855760207414,0.0018153557731889068,0.0018154861664685963,0.0018149983156899728,0.0018158625317876427,0.0018154226226941787
-0.000407584246559534,-0.000407200072263792,-0.00040792069263552357,-0.0004086051548712686,-0.0004079355528883482,-0.00040885825973567373,-0.00040939649958513945,-0.0004102580239347062,-0.0004102698018902794,-0.0004104114143808555,-0.000411495569222835,-0.00041153255861886546,-0.0004107695572163719,-0.00041060274456182353,-0.0004108903672118404,-0.0004105620411381809,-0.0004105915845146322,-0.0004102640603103035,-0.00040979622222779604,-0.0004097147142756058,-0.00040974552032366847
-0.0010564203807492377,-0.0010580822884832296,-0.001058705668385446,-0.0010594371595443496,-0.001058447762421987,-0.001060087170679012,-0.0010604612617514896,-0.001061419463319771,-0.00106178970388807,-0.001062620861566815,-0.0010630546955616535,-0.0010616970599901742,-0.0010614614989351739,-0.0010618821197480568,-0.001061014317235525,-0.0010613640975421863,-0.0010611435696941827,-0.001060599221669152,-0.0010609592466071726,-0.0010607741828699974,-0.0010609193106468709
